CON_TICKET_ID,VIC_DESCRIPTION,CLM_DESCRIPTION,CON_ISSUE_DATE,VKL_DESCRIPTION
S200900664,Parking Without Authorization,Health Sciences Parkade,15-09-01,Mazda
S200900665,Parking Without Authorization,Health Sciences Parkade,15-09-01,Mazda
S200900666,Parking Without Authorization,Health Sciences Parkade,15-09-01,Saab
S200900667,Parking Without Authorization,Health Sciences Parkade,15-09-01,Volvo
S200900668,Parking Without Authorization,Health Sciences Parkade,15-09-01,Subaru
S200900669,Parking Without Authorization,Health Sciences Parkade,15-09-01,Porsche
S200900670,Parking Without Authorization,Health Sciences Parkade,15-09-01,BMW
S200900671,Parking Without Authorization,Health Sciences Parkade,15-09-01,Kia
S200900672,Parking Without Authorization,Health Sciences Parkade,15-09-01,Chevrolet
S200900673,Parking Without Authorization,Health Sciences Parkade,15-09-01,Honda
S200900674,Parking Without Authorization,Health Sciences Parkade,15-09-01,Toyota
S200900675,Parking Without Authorization,Health Sciences Parkade,15-09-01,Infiniti
S200900676,Parking Without Authorization,Health Sciences Parkade,15-09-01,Honda
S200900677,Parking Without Authorization,Health Sciences Parkade,15-09-01,Plymouth
S200900678,Parking Without Authorization,Health Sciences Parkade,15-09-01,Mitsubishi
S200900679,Parking Without Authorization,Health Sciences Parkade,15-09-01,Plymouth
S200900680,Parking Without Authorization,Health Sciences Parkade,15-09-01,Honda
S200900681,Parking Without Authorization,Health Sciences Parkade,15-09-01,SmartCar
S200900682,Parking Without Authorization,Health Sciences Parkade,15-09-01,Kia
S200900683,Parking Without Authorization,Health Sciences Parkade,15-09-01,Hyundai
S200900684,Parking Without Authorization,Health Sciences Parkade,15-09-01,Hyundai
S200900685,Parking Without Authorization,Health Sciences Parkade,15-09-01,Dodge
S200900686,Parking Without Authorization,Health Sciences Parkade,15-09-01,Toyota
S200900687,Parking Without Authorization,Health Sciences Parkade,15-09-01,Dodge
S200900688,Parking Without Authorization,Health Sciences Parkade,15-09-01,Volkswagen
S200900689,Parking Without Authorization,Health Sciences Parkade,15-09-01,Nissan
S200900690,Parking Without Authorization,Health Sciences Parkade,15-09-01,Honda
S200900691,Parking Without Authorization,Health Sciences Parkade,15-09-01,Mazda
S200900692,Parking Without Authorization,Health Sciences Parkade,15-09-01,Honda
S200900693,Parking Without Authorization,Health Sciences Parkade,15-09-01,Audi
S200900694,Parking Without Authorization,Health Sciences Parkade,15-09-01,Honda
S200900695,Parking Without Authorization,Health Sciences Parkade,15-09-01,BMW
S200900696,Parking Without Authorization,Health Sciences Parkade,15-09-01,Volvo
S200900697,Parking Without Authorization,Health Sciences Parkade,15-09-01,Honda
S200900698,Parking Without Authorization,Health Sciences Parkade,15-09-01,Honda
S200900699,Parking Without Authorization,Health Sciences Parkade,15-09-01,Mazda
S200900700,Parking Without Authorization,Health Sciences Parkade,15-09-01,Nissan
S200900701,Parking Without Authorization,Health Sciences Parkade,15-09-01,Audi
S200900702,Parking Without Authorization,North Parkade,15-09-01,Acura
S200900703,Parking Without Authorization,North Parkade,15-09-01,Mitsubishi
S200900704,Parking Without Authorization,Law Lot,15-09-02,Kia
S200900705,Parking Without Authorization,Law Lot,15-09-02,Jeep
S200900706,Parking Without Authorization,North Parkade,15-09-02,Nissan
S200900707,Parking Without Authorization,North Parkade,15-09-02,Chevrolet
S200900708,Parking Without Authorization,North Parkade,15-09-02,Nissan
S200900709,Parking Without Authorization,North Parkade,15-09-02,Chevrolet
S200900710,Parking Without Authorization,North Parkade,15-09-02,Oldsmobile
S200900711,Parking Without Authorization,North Parkade,15-09-02,Honda
S200900712,Parking Without Authorization,University Boulevard,15-09-02,Honda
S200900713,Parking Without Authorization,Health Sciences Parkade,15-09-02,BMW
S200900714,Parking Without Authorization,Health Sciences Parkade,15-09-02,Lexus
S200900715,Parking Without Authorization,Health Sciences Parkade,15-09-02,Nissan
S200900716,Parking Without Authorization,Health Sciences Parkade,15-09-02,Honda
S200900717,Parking Without Authorization,Health Sciences Parkade,15-09-02,Subaru
S200900718,Parking Without Authorization,Health Sciences Parkade,15-09-02,Subaru
S200900719,Parking Without Authorization,Health Sciences Parkade,15-09-02,Honda
S200900720,Parking Without Authorization,Health Sciences Parkade,15-09-02,Honda
S200900721,Parking Without Authorization,Health Sciences Parkade,15-09-02,Dodge
S200900722,Parking Without Authorization,Health Sciences Parkade,15-09-02,Honda
S200900723,Parking Without Authorization,Health Sciences Parkade,15-09-02,Suzuki
S200900724,Parking Without Authorization,Health Sciences Parkade,15-09-02,Ford
S200900725,Parking Without Authorization,Health Sciences Parkade,15-09-02,Honda
S200900726,Parking Without Authorization,Health Sciences Parkade,15-09-02,Mazda
S200900727,Parking Without Authorization,Health Sciences Parkade,15-09-02,Mazda
S200900728,Parking Without Authorization,Health Sciences Parkade,15-09-02,Volkswagen
S200900729,Parking Without Authorization,Health Sciences Parkade,15-09-02,BMW
S200900730,Parking Without Authorization,Health Sciences Parkade,15-09-02,Honda
S200900731,Parking Without Authorization,Health Sciences Parkade,15-09-02,Toyota
S200900732,Parking Without Authorization,Health Sciences Parkade,15-09-02,Subaru
S200900733,Parking Without Authorization,Health Sciences Parkade,15-09-02,Nissan
S200900734,Parking Without Authorization,Health Sciences Parkade,15-09-02,Mercendes-Benz
S200900735,Parking Without Authorization,Health Sciences Parkade,15-09-02,Subaru
S200900736,Parking Without Authorization,Health Sciences Parkade,15-09-02,Lincoln
S200900737,Parking Without Authorization,Health Sciences Parkade,15-09-02,Pontiac
S200900738,Parking Without Authorization,Health Sciences Parkade,15-09-02,Honda
S200900739,Parking Without Authorization,Health Sciences Parkade,15-09-02,General Motors
S200900740,Parking in Improper Location,East Mall Road,15-09-02,Ford
S200900741,Parking Without Authorization,North Parkade,15-09-02,Fiat
S200900742,Parking Without Authorization,North Parkade,15-09-02,Toyota
S200900743,Parking Without Authorization,North Parkade,15-09-02,Kia
S200900744,Parking Without Authorization,North Parkade,15-09-02,BMW
S200900745,Parking Without Authorization,North Parkade,15-09-02,Honda
S200900746,Parking Without Authorization,North Parkade,15-09-02,Toyota
S200900747,Parking Without Authorization,North Parkade,15-09-02,Honda
S200900748,Parking Without Authorization,North Parkade,15-09-02,Toyota
S200900749,Parking Without Authorization,North Parkade,15-09-02,Chrysler
S200900750,Parking Without Authorization,North Parkade,15-09-02,Honda
S200900751,Parking Without Authorization,Health Sciences Parkade,15-09-02,BMW
S200900752,Parking Without Authorization,Health Sciences Parkade,15-09-02,Mazda
S200900753,Parking Without Authorization,Health Sciences Parkade,15-09-02,Mercendes-Benz
S200900754,Parking Without Authorization,Law Lot,15-09-03,Suzuki
S200900755,Parking Without Authorization,North Parkade,15-09-03,Toyota
S200900756,Parking Without Authorization,North Parkade,15-09-03,Chevrolet
S200900757,Parking Without Authorization,Acute Care Unit Lot,15-09-03,Kia
S200900758,Parking Without Authorization,Health Sciences Parkade,15-09-03,Audi
S200900759,Parking Without Authorization,Health Sciences Parkade,15-09-03,Volkswagen
S200900760,Parking Without Authorization,Health Sciences Parkade,15-09-03,Honda
S200900761,Parking Without Authorization,Health Sciences Parkade,15-09-03,Honda
S200900762,Parking Without Authorization,Health Sciences Parkade,15-09-03,Audi
S200900763,Parking Without Authorization,Health Sciences Parkade,15-09-03,Subaru
S200900764,Parking Without Authorization,Health Sciences Parkade,15-09-03,Volkswagen
S200900765,Parking Without Authorization,Health Sciences Parkade,15-09-03,Mercendes-Benz
S200900766,Parking Without Authorization,Health Sciences Parkade,15-09-03,Honda
S200900767,Parking Without Authorization,Health Sciences Parkade,15-09-03,Toyota
S200900768,Parking Without Authorization,Health Sciences Parkade,15-09-03,BMW
S200900769,Parking Without Authorization,Health Sciences Parkade,15-09-03,Volkswagen
S200900770,Parking Without Authorization,Health Sciences Parkade,15-09-03,Mazda
S200900771,Parking Without Authorization,Health Sciences Parkade,15-09-03,Audi
S200900772,Parking Without Authorization,Health Sciences Parkade,15-09-03,Infiniti
S200900773,Parking Without Authorization,Health Sciences Parkade,15-09-03,Mitsubishi
S200900774,Parking Without Authorization,Health Sciences Parkade,15-09-03,BMW
S200900775,Parking Without Authorization,Health Sciences Parkade,15-09-03,Mercendes-Benz
S200900776,Parking Without Authorization,Health Sciences Parkade,15-09-03,Honda
S200900777,Parking Without Authorization,Health Sciences Parkade,15-09-03,Acura
S200900778,Parking Without Authorization,Health Sciences Parkade,15-09-03,Toyota
S200900779,Parking Without Authorization,Health Sciences Parkade,15-09-03,Honda
S200900780,Parking Without Authorization,Health Sciences Parkade,15-09-03,Pontiac
S200900781,Parking Without Authorization,Health Sciences Parkade,15-09-03,Hyundai
S200900782,Parking Without Authorization,Ritsumeikan Lot,15-09-04,Toyota
S200900783,Parking Without Authorization,Ritsumeikan Lot,15-09-04,Toyota
S200900784,Parking Without Authorization,Totem Park Residence Lot,15-09-04,Mazda
S200900785,Parking Without Authorization,Marine Drive Lot,15-09-04,Mercendes-Benz
S200900786,Parking Without Authorization,West Parkade,15-09-04,Mazda
S200900787,Parking Without Authorization,West Parkade,15-09-04,BMW
S200900788,Parking Without Authorization,West Parkade,15-09-04,Chevrolet
S200900789,Parking Without Authorization,West Parkade,15-09-04,Audi
S200900790,Parking Without Authorization,West Parkade,15-09-04,Honda
S200900791,Parking Without Authorization,West Parkade,15-09-04,Honda
S200900792,Parking Without Authorization,West Parkade,15-09-04,Toyota
S200900793,Parking Without Authorization,West Parkade,15-09-04,Dodge
S200900794,Parking Without Authorization,West Parkade,15-09-04,Maserati
S200900795,Parking Without Authorization,West Parkade,15-09-04,Ford
S200900796,Parking Without Authorization,Fraser River Parkade,15-09-04,Honda
S200900797,Parking Without Authorization,Fraser River Parkade,15-09-04,Toyota
S200900798,Parking Without Authorization,Armouries Lot,15-09-04,Honda
S200900799,Parking Without Authorization,Armouries Lot,15-09-04,General Motors
S200900800,Parking Without Authorization,Armouries Lot,15-09-04,Toyota
S200900801,Parking Without Authorization,Music Underground,15-09-04,Dodge
S200900802,Parking Without Authorization,Music Underground,15-09-04,Toyota
S200900803,Parking Without Authorization,Music Underground,15-09-04,Nissan
S200900804,Parking Without Authorization,Music Underground,15-09-04,Volkswagen
S200900805,Parking Without Authorization,Music Underground,15-09-04,Volkswagen
S200900806,Parking Without Authorization,Rose Garden Parkade,15-09-04,Land Rover
S200900807,Parking Without Authorization,Rose Garden Parkade,15-09-04,Kia
S200900808,Parking Without Authorization,Rose Garden Parkade,15-09-04,Honda
S200900809,Parking Without Authorization,Rose Garden Parkade,15-09-04,Mercendes-Benz
S200900810,Parking Without Authorization,Rose Garden Parkade,15-09-04,Mercendes-Benz
S200900811,Parking Without Authorization,Rose Garden Parkade,15-09-04,Toyota
S200900812,Parking Without Authorization,Rose Garden Parkade,15-09-04,Dodge
S200900813,Parking Without Authorization,Rose Garden Parkade,15-09-04,BMW
S200900814,Parking Without Authorization,Rose Garden Parkade,15-09-04,Lexus
S200900815,Parking Without Authorization,Rose Garden Parkade,15-09-04,Volvo
S200900816,Parking Without Authorization,Strangway Parking Lot,15-09-08,Honda
S200900817,Parking Without Authorization,Strangway Parking Lot,15-09-08,Volvo
S200900818,Parking Without Authorization,Health Sciences Parkade,15-09-08,Honda
S200900819,Parking Without Authorization,Memorial Lot,15-09-08,Toyota
S200900820,Parking Without Authorization,Memorial Lot,15-09-08,BMW
S200900821,Parking Without Authorization,Armouries Lot,15-09-08,Kia
S200900822,Parking Without Authorization,Armouries Lot,15-09-08,Subaru
S200900823,Parking Without Authorization,Music Underground,15-09-08,Dodge
S200900824,Parking Without Authorization,West Parkade,15-09-08,Honda
S200900825,Parking Without Authorization,West Parkade,15-09-08,BMW
S200900826,Parking Without Authorization,West Parkade,15-09-08,BMW
S200900827,Parking Without Authorization,Wesbrook Mall,15-09-08,Hyundai
S200900828,Parking Without Authorization,Acute Care Unit Lot,15-09-08,Mercendes-Benz
S200900829,Parking Without Authorization,Acute Care Unit Lot,15-09-08,Mercendes-Benz
S200900830,Parking Without Authorization,Michael Smith Meters,15-09-08,Audi
S200900831,Parking Without Authorization,Health Sciences Parkade,15-09-08,Honda
S200900832,Parking Without Authorization,Health Sciences Parkade,15-09-08,BMW
S200900833,Parking Without Authorization,Acute Care Unit Lot,15-09-09,Land Rover
S200900834,Parking Without Authorization,Health Sciences Parkade,15-09-09,Kawaski
S200900835,Parking Without Authorization,North Parkade,15-09-09,Toyota
S200900836,Parking Without Authorization,North Parkade,15-09-09,Honda
S200900837,Parking Without Authorization,North Parkade,15-09-09,Honda
S200900838,Parking Without Authorization,North Parkade,15-09-09,Kia
S200900839,Parking Without Authorization,North Parkade,15-09-09,General Motors
S200900840,Parking Without Authorization,North Parkade,15-09-09,Toyota
S200900841,Parking Without Authorization,North Parkade,15-09-09,Toyota
S200900842,Parking Without Authorization,North Parkade,15-09-09,BMW
S200900843,Parking Without Authorization,North Parkade,15-09-09,Dodge
S200900844,Parking Without Authorization,Health Sciences Parkade,15-09-10,Unspecified
S200900845,Parking Without Authorization,Strangway Parking Lot,15-09-10,BMW
S200900846,Parking Without Authorization,Strangway Parking Lot,15-09-10,Audi
S200900847,Parking Without Authorization,North Parkade,15-09-10,Hyundai
S200900848,Parking Without Authorization,North Parkade,15-09-10,Ford
S200900849,Parking Without Authorization,North Parkade,15-09-10,Mazda
S200900850,Parking Without Authorization,North Parkade,15-09-10,Mercendes-Benz
S200900851,Parking Without Authorization,North Parkade,15-09-10,Honda
S200900852,Parking Without Authorization,North Parkade,15-09-10,Subaru
S200900853,Parking in Improper Location,University Boulevard,15-09-10,Honda
S200900854,Parking Without Authorization,Mary Bollert Hall,15-09-10,Acura
S200900855,Parking Without Authorization,Health Sciences Parkade,15-09-10,Porsche
S200900856,Parking Without Authorization,Health Sciences Parkade,15-09-10,Land Rover
S200900857,Parking Without Authorization,Health Sciences Parkade,15-09-10,Acura
S200900858,Parking Without Authorization,Health Sciences Parkade,15-09-10,Volvo
S200900859,Parking Without Authorization,Health Sciences Parkade,15-09-10,Toyota
S200900860,Parking Without Authorization,Strangway Parking Lot,15-09-11,Jeep
S200900861,Parking Without Authorization,Strangway Parking Lot,15-09-11,Nissan
S200900862,Parking Without Authorization,Strangway Parking Lot,15-09-11,Mazda
S200900863,Parking Without Authorization,Strangway Parking Lot,15-09-11,Jaguar
S200900864,Parking Without Authorization,Strangway Parking Lot,15-09-11,Subaru
